CustomerID,MonthlyRevenue_Clean,ChurnProbability,RevenueRiskScore,PrioritySegment
3269430,274.0,0.6541945,179.2492859363556,High
3051802,214.12,0.8358775,178.9780856156349,High
3112126,263.37,0.6781055,178.59263856053352,High
3246910,269.82,0.6610297,178.3590327000618,High
3165026,257.97,0.6912353,178.31797134160996,High
3188138,325.63,0.5455426,177.64503611207007,High
3244030,242.34,0.73278123,177.58220361828805,High
3307794,249.38,0.7114485,177.42102459073067,High
3091398,450.2,0.3939569,177.35939621925354,High
3206786,352.08,0.5031019,177.13211178302765,High
3100786,231.93,0.76301783,176.9667260617018,High
3211342,224.17,0.7890574,176.88299152970313,High
3199210,288.21,0.61346275,176.80609806597232,High
3117178,251.66,0.70254266,176.8018864750862,High
3249230,268.55,0.6581118,176.73592675924303,High
3334554,278.35,0.63123995,175.70564026534558,High
3354294,241.0,0.7288332,175.64880084991455,High
3329094,242.14,0.72383755,175.2700254356861,High
3346866,420.5,0.41668084,175.21429432928562,High
3293138,269.38,0.6493003,174.9085086810589,High
3101790,267.12,0.6545672,174.84798567295076,High
3061162,266.27,0.655874,174.6395736813545,High
3181506,232.86,0.7487138,174.34549345850945,High
3053426,247.66,0.70353657,174.23786694407463,High
3057622,538.66,0.3230912,174.0363106048107,High
3170954,558.93,0.31096846,173.80960059463976,High
3273746,245.05,0.70825785,173.55858711898327,High
3221226,360.94,0.4805419,173.44679869234562,High
3230614,340.22,0.50925267,173.25794251203538,High
3061418,320.81,0.5385427,172.7698797029257,High
3230758,213.02,0.8108096,172.71866360664367,High
3201714,211.62,0.81570524,172.61954284071922,High
3140522,297.71,0.57917243,172.42542485654354,High
3217810,234.66,0.73444253,172.3442845737934,High
3146974,275.85,0.62055135,171.17908927202225,High
3254342,410.58,0.41657394,171.03692898631095,High
3154362,259.7,0.65715057,170.6620021402836,High
3171318,401.53,0.42146015,169.228894701004,High
3201674,230.72,0.7321892,168.93068725585937,High
3098170,469.67,0.3589911,168.60734358847142,High
3059462,233.19,0.72070324,168.06078951716424,High
3239754,278.99,0.59958464,167.27811845481395,High
3257614,266.27,0.6280031,167.21839087486265,High
3320618,327.22,0.510513,167.05006636023523,High
3173378,256.27,0.64995587,166.5641904771328,High
3143630,247.71,0.6718803,166.43147030532361,High
3341486,234.47,0.70935714,166.3229691898823,High
3171254,243.12,0.68257177,165.9468484210968,High
3186634,287.28,0.57762593,165.94037725925443,High
3383938,209.74,0.7903006,165.7576494550705,High
3269798,296.24,0.5593263,165.69482047080993,High
3244586,228.93,0.7234144,165.61126341819764,High
3198790,217.11,0.76273113,165.59655669629575,High
3164554,294.4,0.5615983,165.33453979492185,High
3064302,201.74,0.8182925,165.0823286652565,High
3091226,224.91,0.7323877,164.72132245123387,High
3230154,300.36,0.5467179,164.21218308448792,High
3113026,210.15,0.77959555,163.83200564682485,High
3087302,288.73,0.5670262,163.7174741226435,High
3147478,257.08,0.63639194,163.6036393523216,High
3084946,395.45,0.41367087,163.58614462465047,High
3249302,284.65,0.5718775,162.7849245548248,High
3238510,273.33,0.5951008,162.65890714824198,High
3157894,296.71,0.5470747,162.32252698540685,High
3391994,409.92,0.39555293,162.14505838394166,High
3186718,259.42,0.62366587,161.79139979720117,High
3254474,244.57,0.65848565,161.04583566904068,High
3056966,523.2,0.30609903,160.15101113319398,High
3239910,441.69,0.3618551,159.82777455389498,High
3273922,339.25,0.4708191,159.72537487000227,High
3352922,229.13,0.6957509,159.41740192115307,High
3259878,235.48,0.67685515,159.38584998846054,High
3111426,309.92,0.51385915,159.25522863388062,High
3279706,478.94,0.3324138,159.2062618327141,High
3366050,214.43,0.7388449,158.4305058002472,High
3043506,312.29,0.50649846,158.17440282464028,High
3049602,200.17,0.78974926,158.08411031842232,High
3282918,191.84,0.8230324,157.89053161621095,High
3147962,213.38,0.7394671,157.78748647093772,High
3308138,263.48,0.5980631,157.5776685667038,High
3172858,329.58,0.47744307,157.3556867533922,High
3339878,286.37,0.54813296,156.96883461773396,High
3282818,300.74,0.52175105,156.91140962839128,High
3064390,217.96,0.71953696,156.83027582883835,High
3255098,220.24,0.71092343,156.5737769508362,High
3318690,189.59,0.8250872,156.42828029036522,High
3207326,212.9,0.73336387,156.13316724300384,High
3294494,288.49,0.5411036,156.10297798395158,High
3320678,329.46,0.4719136,155.47665660917758,High
3116698,211.21,0.7361194,155.4757762634754,High
3171766,221.84,0.6990951,155.08725040912628,High
3162754,239.31,0.64615846,154.63218029737473,High
3153374,242.48,0.637475,154.57494132995606,High
3002402,276.15,0.5596537,154.54836908876894,High
3166506,265.18,0.5825756,154.48740270495415,High
3143074,274.14,0.56332886,154.4309742808342,High
3337114,434.33,0.355314,154.32352377384902,High
3153330,261.31,0.58953047,154.0502065896988,High
3053202,233.89,0.6573173,153.73993879914283,High
3348530,357.64,0.42735535,152.83936703920364,High
3288250,201.12,0.7595347,152.7576222038269,High
3305166,514.39,0.29684573,152.694477173686,High
3350054,179.29,0.8506586,152.5145795983076,High
3234214,230.46,0.66152596,152.45527383327484,High
3140882,253.26,0.6018546,152.42570165991782,High
3173434,195.86,0.7780152,152.3820563519001,High
3247794,333.16,0.4558077,151.85688861846924,High
3180082,181.76,0.8353485,151.8329409790039,High
3184042,210.24,0.72164685,151.71903276443481,High
3164750,196.78,0.7709777,151.71298706650734,High
3372802,237.94,0.6372486,151.62692609906196,High
3276438,413.11,0.36696848,151.5983499017358,High
3099406,282.09,0.5370028,151.4831203866005,High
3357350,442.88,0.3419514,151.44343605041504,High
3184738,299.99,0.50238013,150.7090160012245,High
3259070,298.97,0.5038586,150.63861338198186,High
3195658,199.58,0.75426155,150.53552080512048,High
3204438,449.9,0.33458778,150.5310434013605,High
3345034,503.9,0.29851484,150.4216293811798,High
3163254,218.44,0.6882438,150.3399770617485,High
3159202,229.35,0.6554412,150.32544485628605,High
3360414,260.5,0.5767728,150.24931675195694,High
3290610,287.7,0.52032906,149.69867003560066,High
3296682,193.36,0.7740922,149.67846729278565,High
3286526,197.35,0.7572557,149.4444071471691,High
3212006,211.47,0.7059713,149.2917509382963,High
3260274,272.25,0.5472159,148.97952304780483,High
3278190,216.33,0.6872983,148.6832407808304,High
3150354,249.72,0.59478176,148.5289002084732,High
3276738,183.6,0.8062749,148.03206996917723,High
3124994,287.84,0.5142737,148.02854269981384,High
3060110,378.25,0.3907285,147.79305643588305,High
3389946,193.95,0.7589361,147.19565798342228,High
3096534,410.25,0.35840476,147.03555098176003,High
3212670,218.79,0.67160374,146.9401821130514,High
3351090,237.41,0.61885035,146.92126168370245,High
3298986,340.02,0.43113196,146.59348868608473,High
3354534,287.76,0.5091478,146.51237750530242,High
3171046,282.54,0.5176482,146.25632809638978,High
3209494,276.53,0.52751034,145.87243569791315,High
3276130,223.24,0.65265167,145.69795827388765,High
3131030,224.69,0.6482785,145.66169050455093,High
3198174,303.08,0.48030877,145.5719823551178,High
3367418,225.99,0.64253134,145.20565647661687,High
3333022,299.5,0.48391515,144.93258747458458,High
3260382,253.58,0.57115203,144.8327321279049,High
3143942,233.02,0.62148684,144.81886407017709,High
3377478,249.54,0.57982796,144.69027021288872,High
3227358,177.25,0.81320256,144.14015375077724,High
3167358,208.41,0.6872976,143.2396891951561,High
3079318,244.69,0.5849908,143.14139871180058,High
3307830,286.92,0.4978901,142.85463173389437,High
3141406,248.73,0.57404196,142.78145736336708,High
3219442,293.96,0.4854853,142.7132545316219,High
3199034,222.8,0.64028037,142.65446553230285,High
3138302,776.27,0.18361484,142.53468807652592,High
3123846,176.91,0.8040338,142.241622363925,High
3160530,220.33,0.64552295,142.2280720317364,High
3163830,233.73,0.6082819,142.17373092234135,High
3316442,234.46,0.60391736,141.59446429729462,High
3221746,192.78,0.73268795,141.247583026886,High
3214518,177.93,0.79243207,140.99743817567827,High
3151986,188.41,0.74826634,140.98086098790168,High
3191294,163.23,0.86358756,140.9633971363306,High
3024690,184.62,0.7624452,140.76263493061066,High
3254986,159.69,0.88124776,140.72645461320877,High
3162566,204.09,0.68804824,140.42376602053642,High
3035522,200.66,0.69895524,140.25235803008079,High
3267830,226.48,0.6182157,140.0134872341156,High
3272234,450.08,0.31082463,139.89595066070555,High
3080246,523.51,0.26704562,139.80105100989343,High
3265586,214.22,0.65234363,139.74505258798598,High
3069906,224.49,0.6224658,139.73734504401685,High
3268126,184.75,0.7548915,139.46620735526085,High
3175486,186.32,0.7481794,139.40078135967255,High
3216230,218.98,0.63653284,139.38796198487282,High
3156246,200.44,0.694934,139.29257306575775,High
3397458,234.34,0.59359103,139.10212300419806,High
3293270,208.23,0.6674686,138.98698812425135,High
3253710,227.03,0.6120307,138.94932640373707,High
3149266,229.15,0.6058422,138.8287339657545,High
3254550,191.06,0.72644585,138.79474480986596,High
3383170,255.31,0.54331607,138.71402487814427,High
3253958,174.07,0.79588205,138.53918778598307,High
3156630,434.44,0.3176296,137.9910058271885,High
3151338,199.01,0.6921837,137.7514728397131,High
3335906,248.21,0.5544949,137.6311834460497,High
3062026,161.18,0.85246086,137.3996416091919,High
3362798,240.34,0.5704526,137.1025708937645,High
3120938,320.32,0.4278618,137.0526948928833,High
3209834,197.09,0.6936912,136.7195974367857,High
3182338,284.61,0.48006985,136.63267884582282,High
3342282,185.76,0.735035,136.54010201454162,High
3340866,244.4,0.55740005,136.22857167720795,High
3342274,212.58,0.6402839,136.1115477669239,High
3178742,222.61,0.6107504,135.95914146363737,High
3108682,254.47,0.53398824,135.88398676633835,High
3207534,193.91,0.70070773,135.8742366284132,High
3287034,242.38,0.5605381,135.8632278573513,High
3235242,194.88,0.69704497,135.84012348175048,High
3225958,226.79,0.5974681,135.49978544056415,High
3363958,219.09,0.6179392,135.38429367005824,High
3256442,253.25,0.5341074,135.262695774436,High
3315982,236.59,0.5712092,135.14238280057907,High
3309422,165.35,0.81652373,135.01219888031483,High
3357630,283.72,0.4751234,134.8020125961304,High
3053086,360.58,0.37364852,134.73018488645553,High
3276630,164.1,0.8193798,134.4602262496948,High
3391722,402.62,0.33343065,134.24584743738174,High
3367382,166.59,0.8056556,134.21416617751123,High
3187234,219.07,0.61230195,134.13698724150657,High
3206750,563.78,0.23783544,134.08686270534992,High
3266254,182.6,0.73409164,134.04513337612153,High
3241094,187.84,0.7133391,133.99361473083496,High
3371294,249.78,0.53611606,133.91107036471368,High
3002946,358.85,0.37304655,133.86775345355272,High
3248026,179.09,0.746939,133.7693061310053,High
3163010,213.82,0.62461686,133.5555772924423,High
3204366,296.95,0.44945633,133.46605841517447,High
3382726,253.28,0.5253622,133.0637363910675,High
3186630,193.9,0.68619347,133.0529130935669,High
3231282,203.61,0.65294474,132.94607925117018,High
3211038,272.28,0.4882327,132.93600010514257,High
3144158,403.58,0.32893643,132.75216354429722,High
3355666,449.75,0.29507506,132.71000775694847,High
3252758,217.01,0.61135846,132.670900221467,High
3173698,181.88,0.7294298,132.66868864774705,High
3293578,258.67,0.5128751,132.6653969717026,High
3335954,216.93,0.6112925,132.6076779949665,High
3234578,213.76,0.62027264,132.58947875976563,High
3009510,260.55,0.5081525,132.3991299390793,High
3002606,559.79,0.2363248,132.29226093456148,High
3352474,290.78,0.4548219,132.2531162792444,High
3319934,216.53,0.6105752,132.20784786701202,High
3191778,167.81,0.78767735,132.18013571083546,High
3172942,237.76,0.5558667,132.1628709411621,High
3274322,252.04,0.52414817,132.10630380392075,High
3007082,261.83,0.5039442,131.94771464049816,High
3382922,162.16,0.8123367,131.72851655960082,High
3045454,356.89,0.36842805,131.48828728973865,High
3143338,189.18,0.6949605,131.47262265443803,High
3306482,225.76,0.5805269,131.05975031852722,High
3105122,249.86,0.5238437,130.8875882947445,High
3181122,223.93,0.58449656,130.88631416857243,High
3295182,169.92,0.76831996,130.55292835235593,High
3368974,476.63,0.27342874,130.3243394488096,High
3260642,215.41,0.6049632,130.31511933684348,High
3275338,229.27,0.56834996,130.30559474825859,High
3029526,208.25,0.62551373,130.2632347792387,High
3106038,364.26,0.3575308,130.234170114398,High
3332630,238.26,0.5452645,129.91471560001372,High
3306034,160.86,0.8076076,129.91175711274147,High
3369882,171.03,0.7591527,129.8378880661726,High
3216406,171.31,0.75770634,129.80267381250857,High
3365422,181.27,0.7155164,129.70165572822094,High
3267306,159.92,0.81043154,129.60421187877654,High
3155542,552.39,0.23413713,129.33501076743008,High
3225382,184.91,0.69907016,129.2650624758005,High
3272558,266.54,0.48419464,129.05723837137222,High
3305190,263.06,0.49006274,128.91590528547763,High
3296938,169.95,0.75836307,128.88380342423915,High
3363154,307.52,0.4183138,128.6398601722717,High
3210862,187.09,0.68737364,128.60073396205902,High
3268378,174.21,0.73800856,128.5684710198641,High
3220514,276.53,0.46444377,128.43263655632734,High
3298818,224.62,0.57166994,128.40850106477737,High
3023918,175.7,0.72991717,128.24644652605056,High
3241938,463.32,0.27675804,128.22753738999367,High
3235406,295.51,0.43387893,128.2155621382594,High
3185862,178.95,0.71636856,128.19415310025215,High
3287286,288.63,0.44399428,128.15007009744645,High
3238294,189.96,0.6740573,128.0439256310463,High
3117794,338.24,0.378558,128.04346125602723,High
3122414,164.5,0.77669364,127.76610413193703,High
3210686,540.22,0.23648171,127.75215006142855,High
3181526,268.76,0.47531074,127.74451524972915,High
3355850,162.77,0.78453577,127.69888657450677,High
3225422,207.54,0.6144708,127.52726565957069,High
3051346,535.96,0.23783737,127.4713190817833,High
3275930,202.34,0.629347,127.3420773112774,High
3316302,197.88,0.64221627,127.08175455808639,High
3143998,162.44,0.782148,127.05212170124054,High
3276262,165.87,0.76582736,127.0277838331461,High
3153958,245.78,0.51674205,127.00486120820045,High
3201842,171.25,0.74127126,126.9427028298378,High
3237134,196.57,0.64536273,126.8589527785778,High
3363198,157.8,0.80350316,126.7927979707718,High
3357958,178.74,0.70812494,126.57025099396706,High
3155862,169.5,0.7458117,126.41508328914642,High
3283702,206.95,0.6106234,126.3685166209936,High
3141266,192.77,0.6555207,126.36472101449966,High
3055654,181.82,0.69406897,126.19561981558799,High
3130126,146.62,0.85943156,126.0098560321331,High
3255750,225.56,0.5585675,125.99049070358276,High
3187014,182.35,0.68857366,125.56140662133693,High
3190086,163.8,0.7665277,125.5572392821312,High
3078074,170.82,0.7332757,125.25815704464912,High
3282198,291.4,0.42971542,125.21907477974891,High
3289090,222.86,0.5617557,125.19287904620171,High
3179366,170.32,0.7341463,125.03979730129241,High
3197522,202.06,0.617535,124.77912110567092,High
3274298,192.84,0.646302,124.63287474632263,High
3018278,225.2,0.55339646,124.62488355636596,High
3201982,251.79,0.49382994,124.34143953233956,High
3229326,190.65,0.65198666,124.30125645697117,High
3170730,173.28,0.71616834,124.09765065193176,High
3170406,177.26,0.69996715,124.07617628574371,High
3027794,326.65,0.37956306,123.9842746540904,High
3211794,193.94,0.63891006,123.91021609783172,High
3112370,175.33,0.7058595,123.75834302961827,High
3163622,336.43,0.3672228,123.54476187705994,High
3126182,172.63,0.7155513,123.52562380850314,High
3354486,179.87,0.6860518,123.40013473808766,High
3093566,185.59,0.66487825,123.39475426316261,High
3369226,172.19,0.7164179,123.35999969363212,High
3128338,235.81,0.5229961,123.3277168506384,High
3289042,181.49,0.6795202,123.32611923992634,High
3165634,275.43,0.44758123,123.27729861795902,High
3207994,202.46,0.607349,122.96387419104576,High
3165826,198.79,0.61750185,122.75319373488426,High
3341270,397.63,0.30864117,122.72498663574457,High
3357330,166.57,0.7359589,122.58866967976093,High
3280534,258.54,0.47379217,122.49422647297384,High
3162914,629.5,0.19456701,122.47993267327547,High
3376362,190.82,0.6413383,122.38017226576805,High
3322882,280.63,0.43597242,122.34694088727235,High
3351050,170.32,0.71816915,122.31857009410858,High
3238134,141.92,0.8618086,122.30787623405456,High
3007354,172.12,0.71055114,122.30006268024445,High
3164298,176.39,0.6921071,122.08076809048652,High
3226182,170.45,0.7150368,121.87802416980266,High
3106838,292.92,0.41604093,121.86670838713647,High
3186142,170.12,0.71603453,121.81179451465607,High
3142422,234.64,0.51867306,121.70144734382629,High
3200154,232.3,0.5238677,121.6944728255272,High
3335982,209.86,0.57968247,121.65216302156449,High
3284958,198.04,0.6138842,121.57362906455994,High
3202682,210.93,0.5760322,121.50247644245626,High
3000082,172.44,0.70412683,121.41963140487671,High
3393702,434.2,0.27963698,121.41837632656097,High
3138750,187.35,0.6475485,121.31821086108684,High
3339942,160.19,0.7571121,121.28178502738476,High
3128882,235.72,0.51366985,121.08225667476654,High
3281590,201.4,0.6008224,121.00562916994095,High
3033982,495.77,0.24385773,120.89734504446386,High
3167554,223.79,0.53931445,120.69318050444126,High
3229302,188.58,0.6388207,120.46880907654763,High
3269306,152.56,0.78958607,120.45925041198731,High
3172926,187.68,0.6416626,120.427236328125,High
3082486,228.34,0.5273373,120.4122019815445,High
3141574,212.29,0.5670143,120.37146086037158,High
3129454,184.09,0.6525209,120.12257156133651,High
3224698,168.59,0.7120771,120.04907512009144,High
3109998,340.08,0.3527706,119.9702245402336,High
3093326,196.4,0.6107086,119.94316792488098,High
3220730,184.05,0.6508936,119.79697234332562,High
3328702,166.26,0.72042996,119.77868463635444,High
3303294,165.28,0.7239564,119.65551480293274,High
3218794,184.47,0.6481164,119.55803411185741,High
3216306,201.99,0.5915551,119.48821839809418,High
3241498,235.75,0.5066906,119.45231398940086,High
3217078,251.63,0.47440502,119.37453530222177,High
3245750,155.21,0.7687417,119.31640342831612,High
3165242,207.22,0.57578105,119.31334863066674,High
3335178,157.11,0.7590147,119.24880355238915,High
3150890,153.84,0.77349836,118.99498713970185,High
3286206,166.2,0.7159536,118.99148640632629,High
3375774,189.2,0.62780476,118.780659866333,High
3287870,144.67,0.82081133,118.74677529513835,High
3258706,162.6,0.72899914,118.53525981903076,High
3135050,288.9,0.40993384,118.42988500893115,High
3186330,205.32,0.57664806,118.39737896203994,High
3222046,153.12,0.7730566,118.37043062210083,High
3162654,266.16,0.44425803,118.24371839046479,High
3144790,274.0,0.43146962,118.2226756811142,High
3276486,165.21,0.7154251,118.19537649214269,High
3276646,175.03,0.6752296,118.18543846547604,High
3037298,196.29,0.60134953,118.03889975488185,High
3134982,318.24,0.37066957,117.9618850851059,High
3297338,184.52,0.63816047,117.75336939811707,High
3328774,186.5,0.63126254,117.73046386241913,High
3217210,286.69,0.4106392,117.72615128308534,High
3390490,217.08,0.54228973,117.72025543212891,High
3347278,269.82,0.43614694,117.68116863548755,High
3256362,152.89,0.7691236,117.59130931913852,High
3256054,152.49,0.7708828,117.55191593348981,High
3075002,190.71,0.61579984,117.43918829977513,High
3189374,160.78,0.7302986,117.41740548968315,High
3261010,195.84,0.5995431,117.41451965332031,High
3033862,195.89,0.5988057,117.30005358278751,High
3047798,201.68,0.58153224,117.28342214584352,High
3147874,244.25,0.48001766,117.244313955307,High
3247914,171.24,0.68460566,117.2318728852272,High
3143370,180.56,0.6484436,117.08297274589539,High
3387018,176.75,0.6624003,117.07925395667553,High
3076118,200.16,0.5842697,116.94742363929748,High
3379450,216.78,0.53931075,116.91178511023521,High
3221742,230.43,0.5060906,116.61845267593861,High
3112466,196.47,0.5934479,116.59471356153487,High
3217550,151.99,0.76543033,116.33775604367257,High
3283434,204.56,0.5686665,116.32642286777497,High
3306822,151.63,0.76613593,116.16919121980666,High
3139370,212.82,0.5456175,116.11832077860832,High
3219242,161.78,0.717405,116.06178432822227,High
3220634,144.7,0.8016684,116.0014182806015,High
3127902,233.11,0.49737793,115.94376974523068,High
3303834,170.91,0.6779004,115.8599529093504,High
3279958,220.15,0.5261906,115.84085595309735,High
3159774,166.6,0.69514036,115.81038427352905,High
3230526,169.32,0.6835025,115.73064250230789,High
3139422,269.58,0.4291891,115.70079379320144,High
3114338,188.0,0.6151455,115.6473548412323,High
3221678,192.01,0.6018736,115.5657454508543,High
3311266,471.04,0.24523427,115.51514862060547,High
3286290,155.09,0.7446575,115.48893423080445,High
3248626,193.07,0.59813416,115.48176227927208,High
3278626,150.89,0.7640588,115.28883661031722,High
3295146,172.9,0.6665174,115.24085446596146,High
3271966,144.69,0.79629683,115.21618904829025,High
3324258,171.88,0.67005104,115.16837245702743,High
3232882,162.97,0.7058998,115.04048633635044,High
3351866,168.77,0.6807587,114.8916482758522,High
3357946,160.23,0.7159157,114.71116939544677,High
3207938,171.53,0.66872096,114.70570637464523,High
3047042,302.76,0.37842715,114.57260328769684,High
3091018,232.08,0.49275187,114.35785319566727,High
3334882,292.91,0.39036694,114.34238089054824,High
3227602,179.06,0.63780296,114.20499774694443,High
3255350,165.09,0.6915938,114.17522470414639,High
3270134,185.5,0.615397,114.15613913536072,High
3073994,312.22,0.36545524,114.10243503630163,High
3354358,156.16,0.7294794,113.91549880981445,High
3110370,229.18,0.4970366,113.91084937989712,High
3227814,180.68,0.6297514,113.78348010778427,High
3260786,160.06,0.71071935,113.75773868083954,High
3344878,176.38,0.64489406,113.74641491532326,High
3343762,227.31,0.5003659,113.7381756645441,High
3196058,152.64,0.7448902,113.7000421142578,High
3143446,164.55,0.6904003,113.6053697615862,High
3177818,171.61,0.66139823,113.50255059063436,High
3229146,192.43,0.5895237,113.44204040646554,High
3230482,165.92,0.68270826,113.2749550628662,High
3065010,191.27,0.592149,113.26034291028976,High
3061454,250.06,0.45292985,113.25963938951493,High
3242250,200.8,0.56373674,113.19833674430848,High
3266338,154.31,0.7333118,113.15733959078788,High
3323962,149.03,0.7591478,113.13580004036427,High
3149850,231.6,0.48834178,113.09995590448379,High
3384886,150.0,0.7536404,113.04606199264526,High
3219042,153.69,0.734206,112.84012334167957,High
3347170,170.85,0.65975296,112.71879406571388,High
3154834,230.65,0.48807582,112.57468848079444,High
3025526,165.58,0.6792449,112.46936655282975,High
3319018,151.16,0.7438563,112.44131994724273,High
3357002,356.87,0.3150671,112.43800041854382,High
3183826,222.23,0.5057692,112.39708779871464,High
3275438,241.44,0.46471182,112.20002064228058,High
3195430,158.9,0.7054274,112.09241516590119,High
3367682,215.3,0.52032346,112.0256399333477,High
3160158,228.37,0.49031034,111.97217260152102,High
3223754,162.5,0.688882,111.94332391023636,High
3127778,291.93,0.38341704,111.93093651920557,High
3321618,141.45,0.79109466,111.9003397643566,High
3312726,140.68,0.79512644,111.85838731765747,High
3060258,194.5,0.5748599,111.8102538883686,High
3262654,150.0,0.7445146,111.67718768119812,High
3342494,284.44,0.39240947,111.61695068717003,High
3187494,262.06,0.42559403,111.5311719763279,High
3249618,196.96,0.5660537,111.48993449211122,High
3013614,186.49,0.59774184,111.47287616491319,High
3315206,209.51,0.5319595,111.4508294159174,High
3121618,191.56,0.5813156,111.35681193590165,High
3315758,142.7,0.78015274,111.32779572606086,High
3124706,164.87,0.67377824,111.08581775486469,High
3295650,146.44,0.757968,110.996835167408,High
3174582,244.31,0.45356733,110.81103343188762,High
3000494,159.52,0.69455445,110.79532556533815,High
3251510,183.65,0.60323554,110.78420743048191,High
3300598,134.31,0.8246179,110.75443314492702,High
3239262,212.6,0.5204144,110.64010399580002,High
3355838,200.67,0.5511954,110.60837752103805,High
3208402,157.93,0.6999295,110.53986211061478,High
3224470,153.76,0.7182904,110.44433014869689,High
3207010,197.91,0.55798966,110.43173300206661,High
3243026,164.45,0.67123634,110.38481549322604,High
